id,transdate,description,amount,category,accountname
454,2-Aug-07,,-388,Mortgage & Rent,CAD CHECKING
455,3-Aug-07,,-41.11,Travel Insurance,CAD CHECKING
456,4-Aug-07,,-32.7,Gas & Fuel,CAD CHECKING
457,4-Aug-07,,-39.43,Restaurants,CAD CHECKING
458,4-Aug-07,,-49.2,Utilities,CAD CREDIT CARD
459,4-Aug-07,,-167.7,Travel,CAD CREDIT CARD
460,5-Aug-07,,1611.26,Paycheck,CAD CHECKING
461,5-Aug-07,,-8.82,Personal Care,CAD CHECKING
462,5-Aug-07,,-380,Mortgage & Rent,CAD CHECKING
463,6-Aug-07,,-451.51,Credit Card Payment,CAD CHECKING
464,6-Aug-07,,441.69,Credit Card Payment,CAD CREDIT CARD
465,7-Aug-07,,-25.1,Clothing,CAD CREDIT CARD
466,7-Aug-07,,-128.12,Alcohol & Bars,CAD CHECKING
467,8-Aug-07,,-9.41,Fast Food,CAD CHECKING
468,9-Aug-07,,-42.3,Clothing,CAD CREDIT CARD
469,10-Aug-07,,-38.81,Clothing,CAD CREDIT CARD
470,10-Aug-07,,-196.98,Travel,CAD CREDIT CARD
471,10-Aug-07,,-23.6,Fast Food,CAD CREDIT CARD
472,10-Aug-07,,-150.49,Travel,CAD CREDIT CARD
473,11-Aug-07,,-79.92,Travel,CAD CREDIT CARD
474,11-Aug-07,,-18.5,Travel,CAD CREDIT CARD
475,12-Aug-07,,-46.4,Clothing,CAD CREDIT CARD
476,12-Aug-07,,-11.9,Fast Food,CAD CREDIT CARD
477,12-Aug-07,,-16,Fast Food,CAD CREDIT CARD
478,12-Aug-07,,-15.38,Clothing,CAD CREDIT CARD
479,13-Aug-07,,-14.62,Fast Food,CAD CREDIT CARD
480,13-Aug-07,,-62.73,Restaurants,CAD CREDIT CARD
481,13-Aug-07,,-2.05,Fast Food,CAD CREDIT CARD
482,14-Aug-07,,-21.43,Gas & Fuel,CAD CREDIT CARD
483,15-Aug-07,,-5.33,Fast Food,CAD CREDIT CARD
484,15-Aug-07,,-18.3,Entertainment,CAD CREDIT CARD
485,15-Aug-07,,-30.57,Restaurants,CAD CREDIT CARD
486,15-Aug-07,,808,Credit Card Payment,CAD CREDIT CARD
487,16-Aug-07,,3070.59,Education,CAD CHECKING
488,16-Aug-07,,-75.13,Travel,CAD CREDIT CARD
489,16-Aug-07,,-13.87,Clothing,CAD CREDIT CARD
490,16-Aug-07,,-26.74,Clothing,CAD CREDIT CARD
491,17-Aug-07,,-84.16,Restaurants,CAD CREDIT CARD
492,17-Aug-07,,-984,Credit Card Payment,CAD CHECKING
493,18-Aug-07,,-39,Fast Food,CAD CREDIT CARD
494,18-Aug-07,,258.58,Paycheck,CAD CHECKING
495,18-Aug-07,,363,Gift Received,CAD CHECKING
496,20-Aug-07,,-19.28,Fast Food,CAD CREDIT CARD
497,22-Aug-07,,-33.34,Clothing,CAD CREDIT CARD
498,22-Aug-07,,-4.73,Fast Food,CAD CREDIT CARD
499,22-Aug-07,,-173.37,Clothing,CAD CREDIT CARD
500,23-Aug-07,,-19.38,Entertainment,CAD CREDIT CARD
501,23-Aug-07,,-83.06,Clothing,CAD CREDIT CARD
502,23-Aug-07,,-10.51,Fast Food,CAD CREDIT CARD
503,25-Aug-07,,-4.75,Fast Food,CAD CREDIT CARD
504,25-Aug-07,,-8.7,Furnishings,CAD CHECKING
505,26-Aug-07,,-17.77,Alcohol & Bars,CAD CHECKING
506,26-Aug-07,,-15.48,Gas & Fuel,CAD CHECKING
507,28-Aug-07,,-11.36,Personal Care,CAD CHECKING
508,28-Aug-07,,-70.32,Groceries,CAD CHECKING
509,29-Aug-07,,-5.39,Fast Food,CAD CHECKING
510,29-Aug-07,,-61.97,Gas & Fuel,CAD CHECKING
511,30-Aug-07,,-5,Misc Expenses,CAD CHECKING
512,30-Aug-07,,-7.29,Clothing,CAD CHECKING
513,30-Aug-07,,-60.6,Alcohol & Bars,CAD CHECKING
514,31-Aug-07,,-57.33,Clothing,CAD CHECKING
515,2-Sep-07,,-20.9,Clothing,CAD CHECKING
516,2-Sep-07,,-3,Entertainment,CAD CHECKING
517,2-Sep-07,,-28.4,Groceries,CAD CHECKING
518,2-Sep-07,,-20.26,Clothing,CAD CHECKING
519,4-Sep-07,,-27.26,Restaurants,CAD CREDIT CARD
520,4-Sep-07,,-755,Credit Card Payment,CAD CHECKING
521,4-Sep-07,,309.43,Credit Card Payment,CAD CREDIT CARD
522,5-Sep-07,,-12.52,Groceries,CAD CHECKING
523,5-Sep-07,,-11,Fast Food,CAD CHECKING
524,5-Sep-07,,-278.39,Utilities,CAD CHECKING
525,6-Sep-07,,-224.97,Education,CAD CHECKING
526,6-Sep-07,,-308,Mortgage & Rent,CAD CHECKING
527,7-Sep-07,,-36.68,Utilities,CAD CHECKING
528,7-Sep-07,,-39.66,Groceries,CAD CHECKING
529,8-Sep-07,,-145.16,Education,CAD CHECKING
530,8-Sep-07,,-37,Alcohol & Bars,CAD CHECKING
531,8-Sep-07,,-39.84,Utilities,CAD CHECKING
532,9-Sep-07,,-10.48,Fast Food,CAD CHECKING
533,9-Sep-07,,-49.6,Clothing,CAD CHECKING
534,9-Sep-07,,-1.1,Fast Food,CAD CHECKING
535,9-Sep-07,,-4.57,Coffee Shops,CAD CHECKING
536,10-Sep-07,,-8.94,Clothing,CAD CHECKING
537,11-Sep-07,,-41.15,Gas & Fuel,CAD CHECKING
538,11-Sep-07,,-39.3,Restaurants,CAD CREDIT CARD
539,13-Sep-07,,-36.8,Groceries,CAD CHECKING
540,14-Sep-07,,-10.18,Fast Food,CAD CHECKING
541,15-Sep-07,,-15.86,Education,CAD CREDIT CARD
542,16-Sep-07,,-4.4,Fast Food,CAD CHECKING
543,16-Sep-07,,-29.61,Groceries,CAD CHECKING
544,16-Sep-07,,-970.27,Education,CAD CREDIT CARD
545,17-Sep-07,,-47.2,Restaurants,CAD CHECKING
546,17-Sep-07,,-11.37,Personal Care,CAD CHECKING
547,18-Sep-07,,-12.1,Personal Care,CAD CHECKING
548,18-Sep-07,,309,Gift Received,CAD CHECKING
549,19-Sep-07,,-4.48,Fast Food,CAD CHECKING
550,20-Sep-07,,229.64,Paycheck,CAD CHECKING
551,20-Sep-07,,-14.23,Fast Food,CAD CHECKING
552,21-Sep-07,,-6.41,Coffee Shops,CAD CHECKING
553,22-Sep-07,,-3.7,Fast Food,CAD CHECKING
554,22-Sep-07,,-7.1,Personal Care,CAD CHECKING
555,24-Sep-07,,-3.2,Fast Food,CAD CHECKING
556,25-Sep-07,,-53,Gas & Fuel,CAD CHECKING
557,26-Sep-07,,696.96,Mortgage & Rent,CAD CHECKING
558,26-Sep-07,,-268.1,Mortgage & Rent,CAD CHECKING
559,27-Sep-07,,-2,Parking,CAD CREDIT CARD
560,27-Sep-07,,-3,Parking,CAD CREDIT CARD
561,28-Sep-07,,-22.12,Groceries,CAD CHECKING
562,28-Sep-07,,-9.46,Coffee Shops,CAD CHECKING
563,28-Sep-07,,-16.78,Groceries,CAD CHECKING
564,30-Sep-07,,-27.25,Alcohol & Bars,CAD CHECKING
565,1-Oct-07,,-3.65,Fast Food,CAD CHECKING
566,2-Oct-07,,-18,Parking,CAD CREDIT CARD
567,2-Oct-07,,-460,Mortgage & Rent,CAD CHECKING
568,2-Oct-07,,-42.17,Restaurants,CAD CREDIT CARD
569,3-Oct-07,,-8.19,Groceries,CAD CHECKING
570,3-Oct-07,,-6,Fast Food,CAD CHECKING
571,3-Oct-07,,67.02,Taxes,CAD CHECKING
572,3-Oct-07,,-11.64,Coffee Shops,CAD CHECKING
573,4-Oct-07,,-7.57,Fast Food,CAD CHECKING
574,4-Oct-07,,-11.95,Restaurants,CAD CHECKING
575,4-Oct-07,,-16.21,Restaurants,CAD CHECKING
576,5-Oct-07,,389.27,Paycheck,CAD CHECKING
577,5-Oct-07,,-2.96,Furnishings,CAD CHECKING
578,6-Oct-07,,-7.91,Coffee Shops,CAD CHECKING
579,6-Oct-07,,-3.5,Fast Food,CAD CHECKING
580,6-Oct-07,,-5,Coffee Shops,CAD CHECKING
581,6-Oct-07,,-2.7,Groceries,CAD CHECKING
582,6-Oct-07,,-6.08,Fast Food,CAD CHECKING
583,7-Oct-07,,-5.67,Fast Food,CAD CHECKING
584,7-Oct-07,,-8.6,Coffee Shops,CAD CHECKING
585,7-Oct-07,,4291.83,Transfer,CAD CHECKING
586,7-Oct-07,,-2.33,Fast Food,CAD CHECKING
587,8-Oct-07,,-405,Transfer,CAD CHECKING
588,8-Oct-07,,-72.18,Utilities,CAD CHECKING
589,8-Oct-07,,-3464.49,Transfer,CAD CHECKING
590,8-Oct-07,,-8.47,Fast Food,CAD CHECKING
591,9-Oct-07,,-47.28,Clothing,CAD CHECKING
592,9-Oct-07,,-83.91,Clothing,CAD CHECKING
593,9-Oct-07,,-1084.66,Credit Card Payment,CAD CHECKING
594,9-Oct-07,,-4.7,Fast Food,CAD CHECKING
595,9-Oct-07,,-4,Fast Food,CAD CHECKING
596,9-Oct-07,,-25.93,Groceries,CAD CHECKING
597,9-Oct-07,,-112.35,Travel,CAD CREDIT CARD
598,10-Oct-07,,-25.91,Utilities,CAD CHECKING
599,10-Oct-07,,-47.03,Gas & Fuel,CAD CHECKING
600,10-Oct-07,,4343.54,Transfer,CAD TFSA
601,10-Oct-07,,557.19,Credit Card Payment,CAD CREDIT CARD
602,10-Oct-07,,615,Transfer,CAD TFSA
603,10-Oct-07,,-6.75,Fast Food,CAD CHECKING
604,13-Oct-07,,-8.3,Fast Food,CAD CHECKING
605,13-Oct-07,,-19.67,Transportation,CAD CREDIT CARD
606,13-Oct-07,,-13,Groceries,CAD CREDIT CARD
607,13-Oct-07,,-110.73,Travel,CAD CREDIT CARD
608,16-Oct-07,,-6.57,Fast Food,CAD CHECKING
609,17-Oct-07,,-19.8,Transportation,CAD CREDIT CARD
610,17-Oct-07,,649.64,Paycheck,CAD CHECKING
611,18-Oct-07,,-27.2,Groceries,CAD CHECKING
612,18-Oct-07,,-12.92,Electronics & Software,CAD CHECKING
613,18-Oct-07,,-21.17,Clothing,CAD CHECKING
614,18-Oct-07,,-47.1,Utilities,CAD CREDIT CARD
615,18-Oct-07,,237,Gift Received,CAD CHECKING
616,18-Oct-07,,-275,Transfer,CAD CHECKING
617,19-Oct-07,,-2.51,Personal Care,CAD CHECKING
618,19-Oct-07,,-6.01,Fast Food,CAD CHECKING
619,19-Oct-07,,-58,Travel,CAD CHECKING
620,20-Oct-07,,-224,Education,CAD CREDIT CARD
621,20-Oct-07,,-4,Restaurants,CAD CHECKING
622,20-Oct-07,,-14.01,Alcohol & Bars,CAD CHECKING
623,21-Oct-07,,290,Transfer,CAD TFSA
624,21-Oct-07,,-4.07,Fast Food,CAD CHECKING
625,21-Oct-07,,-13.19,Groceries,CAD CHECKING
626,21-Oct-07,,-58.06,Electronics & Software,CAD CHECKING
627,21-Oct-07,,-3.42,Fast Food,CAD CHECKING
628,21-Oct-07,,-23,Misc Expenses,CAD CHECKING
629,22-Oct-07,,93.81,Mortgage & Rent,CAD CHECKING
630,22-Oct-07,,60.75,Mortgage & Rent,CAD CHECKING
631,22-Oct-07,,30,Education,CAD CHECKING
632,23-Oct-07,,-5.17,Coffee Shops,CAD CHECKING
633,23-Oct-07,,-10.42,Coffee Shops,CAD CHECKING
634,23-Oct-07,,-15,Alcohol & Bars,CAD CREDIT CARD
635,24-Oct-07,,-2.61,Fast Food,CAD CHECKING
636,24-Oct-07,,-2.02,Transportation,CAD CHECKING
637,24-Oct-07,,-9.83,Fast Food,CAD CHECKING
638,25-Oct-07,,46.8,Mortgage & Rent,CAD CHECKING
639,25-Oct-07,,-8.77,Entertainment,CAD CHECKING
640,26-Oct-07,,-2.81,Transportation,CAD CHECKING
641,26-Oct-07,,-1.82,Transportation,CAD CHECKING
642,27-Oct-07,,-17,Restaurants,CAD CHECKING
643,27-Oct-07,,-59.45,Gas & Fuel,CAD CHECKING
644,27-Oct-07,,-10.67,Transportation,CAD CREDIT CARD
645,28-Oct-07,,-17.67,Restaurants,CAD CHECKING
646,28-Oct-07,,-4.39,Fast Food,CAD CHECKING
647,28-Oct-07,,-7,Transportation,CAD CREDIT CARD
648,28-Oct-07,,-27.22,Groceries,CAD CHECKING
649,29-Oct-07,,-24.84,Groceries,CAD CHECKING
650,29-Oct-07,,-12.6,Transportation,CAD CREDIT CARD
651,31-Oct-07,,-8.6,Fast Food,CAD CHECKING
652,31-Oct-07,,6.66,Interest Income,CAD TFSA
653,31-Oct-07,,-312,Mortgage & Rent,CAD CHECKING
654,31-Oct-07,,982.15,Paycheck,CAD CHECKING
655,1-Nov-07,,-4.28,Fast Food,CAD CHECKING
656,2-Nov-07,,-1.5,Fast Food,CAD CHECKING
657,2-Nov-07,,-34.57,Restaurants,CAD CHECKING
658,3-Nov-07,,-72.72,Clothing,CAD CHECKING
659,3-Nov-07,,-10.09,Fast Food,CAD CHECKING
660,4-Nov-07,,-27.4,Groceries,CAD CHECKING
661,4-Nov-07,,-7.85,Groceries,CAD CHECKING
662,7-Nov-07,,-128.14,Clothing,CAD CHECKING
663,7-Nov-07,,-76.47,Utilities,CAD CHECKING
664,8-Nov-07,,-254.5,Utilities,CAD CHECKING
665,8-Nov-07,,-6.6,Transportation,CAD CHECKING
666,9-Nov-07,,-7.43,Fast Food,CAD CHECKING
667,9-Nov-07,,-551.14,Credit Card Payment,CAD CHECKING
668,9-Nov-07,,996.05,Credit Card Payment,CAD CREDIT CARD
669,10-Nov-07,,-19.15,Alcohol & Bars,CAD CREDIT CARD
670,10-Nov-07,,-5.3,Coffee Shops,CAD CHECKING
671,11-Nov-07,,-22.21,Gas & Fuel,CAD CHECKING
672,11-Nov-07,,-7.86,Groceries,CAD CHECKING
673,11-Nov-07,,-22.74,Groceries,CAD CHECKING
674,11-Nov-07,,-70.32,Gas & Fuel,CAD CHECKING
675,12-Nov-07,,-4,Fast Food,CAD CHECKING
676,12-Nov-07,,-12.9,Transportation,CAD CREDIT CARD
677,13-Nov-07,,-10.54,Transportation,CAD CREDIT CARD
678,15-Nov-07,,-11.73,Alcohol & Bars,CAD CHECKING
679,16-Nov-07,,857.12,Paycheck,CAD CHECKING
680,16-Nov-07,,-14.91,Coffee Shops,CAD CHECKING
681,19-Nov-07,,-98.05,Alcohol & Bars,CAD CHECKING
682,19-Nov-07,,-15.36,Fast Food,CAD CHECKING
683,19-Nov-07,,-34.77,Groceries,CAD CHECKING
684,20-Nov-07,,-4.63,Entertainment,CAD CHECKING
685,21-Nov-07,,-17.57,Restaurants,CAD CHECKING
686,21-Nov-07,,-5.97,Rental Car & Taxi,CAD CREDIT CARD
687,21-Nov-07,,-10.11,Restaurants,CAD CHECKING
688,22-Nov-07,,294,Gift Received,CAD CHECKING
689,22-Nov-07,,-0.96,Fast Food,CAD CHECKING
690,22-Nov-07,,476,Transfer,CAD TFSA
691,22-Nov-07,,-548,Transfer,CAD CHECKING
692,22-Nov-07,,-5.35,Restaurants,CAD CHECKING
693,23-Nov-07,,-6.4,Fast Food,CAD CHECKING
694,23-Nov-07,,-7.2,Groceries,CAD CHECKING
695,23-Nov-07,,-3.04,Fast Food,CAD CHECKING
696,25-Nov-07,,-5.93,Fast Food,CAD CHECKING
697,25-Nov-07,,-10.78,Fast Food,CAD CHECKING
698,25-Nov-07,,-6.3,Coffee Shops,CAD CHECKING
699,25-Nov-07,,-15.47,Clothing,CAD CHECKING
700,25-Nov-07,,-10.45,Transportation,CAD CREDIT CARD
701,25-Nov-07,,-66.04,Gas & Fuel,CAD CHECKING
702,26-Nov-07,,-11.56,Restaurants,CAD CHECKING
703,26-Nov-07,,-6.19,Transportation,CAD CREDIT CARD
704,26-Nov-07,,-20,Education,CAD CHECKING
705,27-Nov-07,,-59.33,Electronics & Software,CAD CREDIT CARD
706,28-Nov-07,,-9.15,Fast Food,CAD CHECKING
707,28-Nov-07,,-4,Parking,CAD CREDIT CARD
708,28-Nov-07,,490.94,Paycheck,CAD CHECKING
709,29-Nov-07,,-8.48,Gas & Fuel,CAD CHECKING
710,29-Nov-07,,-3,Parking,CAD CREDIT CARD
711,29-Nov-07,,-6.06,Coffee Shops,CAD CHECKING
712,1-Dec-07,,-4.8,Fast Food,CAD CHECKING
713,1-Dec-07,,-27.55,Clothing,CAD CHECKING
714,2-Dec-07,,18.35,Interest Income,CAD TFSA
715,2-Dec-07,,-6.79,Fast Food,CAD CHECKING
716,2-Dec-07,,-11.7,Alcohol & Bars,CAD CHECKING
717,3-Dec-07,,-35.36,Clothing,CAD CHECKING
718,4-Dec-07,,-2.89,Fast Food,CAD CHECKING
719,4-Dec-07,,-12.87,Groceries,CAD CHECKING
720,4-Dec-07,,-384,Mortgage & Rent,CAD CHECKING
721,4-Dec-07,,-8.57,Fast Food,CAD CHECKING
722,5-Dec-07,,-13.86,Groceries,CAD CHECKING
723,5-Dec-07,,-119.49,Credit Card Payment,CAD CHECKING
724,6-Dec-07,,121.98,Credit Card Payment,CAD CREDIT CARD
725,6-Dec-07,,-9.6,Groceries,CAD CHECKING
726,8-Dec-07,,-10.84,Coffee Shops,CAD CHECKING
727,8-Dec-07,,-11.72,Entertainment,CAD CHECKING
728,8-Dec-07,,-11.7,Restaurants,CAD CHECKING
729,9-Dec-07,,-19,Alcohol & Bars,CAD CHECKING
730,9-Dec-07,,-23.79,Alcohol & Bars,CAD CHECKING
731,9-Dec-07,,-26.96,Groceries,CAD CHECKING
732,9-Dec-07,,-29.51,Alcohol & Bars,CAD CHECKING
733,9-Dec-07,,-116,Travel,CAD CHECKING
734,10-Dec-07,,-9.7,Restaurants,CAD CHECKING
735,10-Dec-07,,-15,Alcohol & Bars,CAD CREDIT CARD
736,11-Dec-07,,-55.54,Utilities,CAD CHECKING
737,11-Dec-07,,-16.03,Restaurants,CAD CHECKING
738,13-Dec-07,,-41.13,Gas & Fuel,CAD CHECKING
739,13-Dec-07,,-5.08,Fast Food,CAD CHECKING
740,13-Dec-07,,-5,Parking,CAD CREDIT CARD
741,14-Dec-07,,492.72,Paycheck,CAD CHECKING
742,14-Dec-07,,-10.54,Restaurants,CAD CHECKING
743,14-Dec-07,,-34.77,Clothing,CAD CHECKING
744,15-Dec-07,,-128.81,Electronics & Software,CAD CHECKING
745,15-Dec-07,,-76.27,Travel,CAD CHECKING
746,16-Dec-07,,-1.71,Entertainment,CAD CHECKING
747,16-Dec-07,,293.77,Education,CAD CHECKING
748,16-Dec-07,,-6.19,Fast Food,CAD CHECKING
749,16-Dec-07,,-19.38,Groceries,CAD CHECKING
750,16-Dec-07,,-8.23,Personal Care,CAD CHECKING
751,17-Dec-07,,-9.67,Groceries,CAD CHECKING
752,18-Dec-07,,-5.99,Fast Food,CAD CHECKING
753,18-Dec-07,,-6.85,Personal Care,CAD CHECKING
754,19-Dec-07,,-9.9,Fast Food,CAD CHECKING
755,19-Dec-07,,365,Transfer,CAD TFSA
756,19-Dec-07,,-4.1,Fast Food,CAD CHECKING
757,20-Dec-07,,-1.3,Fast Food,CAD CHECKING
758,20-Dec-07,,-235.22,Transfer,CAD CHECKING
759,20-Dec-07,,-23.03,Gift,CAD CHECKING
760,21-Dec-07,,324,Gift Received,CAD CHECKING
761,21-Dec-07,,-65.5,Restaurants,CAD CHECKING
762,22-Dec-07,,-6.12,Gift,CAD CHECKING
763,22-Dec-07,,-24.07,Alcohol & Bars,CAD CHECKING
764,23-Dec-07,,-6.29,Alcohol & Bars,CAD CHECKING
765,23-Dec-07,,-13.27,Alcohol & Bars,CAD CREDIT CARD
766,24-Dec-07,,-4.02,Personal Care,CAD CHECKING
767,24-Dec-07,,-2.38,Groceries,CAD CHECKING
768,24-Dec-07,,-2.94,Misc Expenses,CAD CHECKING
769,24-Dec-07,,-3.03,Coffee Shops,CAD CHECKING
770,25-Dec-07,,-4.28,Fast Food,CAD CHECKING
771,25-Dec-07,,795.7,Mortgage & Rent,CAD CHECKING
772,25-Dec-07,,-28.3,Groceries,CAD CHECKING
773,26-Dec-07,,-5.46,Fast Food,CAD CHECKING
774,26-Dec-07,,-12.73,Restaurants,CAD CREDIT CARD
775,27-Dec-07,,-7.42,Coffee Shops,CAD CHECKING
776,27-Dec-07,,-35,Alcohol & Bars,CAD CHECKING
777,27-Dec-07,,-819.69,Electronics & Software,CAD CHECKING
778,28-Dec-07,,618.63,Paycheck,CAD CHECKING
779,28-Dec-07,,-1.94,Fast Food,CAD CHECKING
780,28-Dec-07,,-17,Alcohol & Bars,CAD CHECKING
781,29-Dec-07,,-23,Entertainment,CAD CHECKING
782,30-Dec-07,,-32.61,Gas & Fuel,CAD CHECKING
783,30-Dec-07,,-13.75,Furnishings,CAD CHECKING
784,30-Dec-07,,-2.89,Fast Food,CAD CHECKING
785,31-Dec-07,,-4.7,Fast Food,CAD CHECKING
786,31-Dec-07,,-29.41,Alcohol & Bars,CAD CHECKING
787,31-Dec-07,,-13.66,Entertainment,CAD CHECKING
788,1-Jan-08,,-7.86,Fast Food,CAD CHECKING
789,1-Jan-08,,-37,Utilities,CAD CREDIT CARD
790,2-Jan-08,,18.45,Interest Income,CAD TFSA
791,2-Jan-08,,-564,Mortgage & Rent,CAD CHECKING
792,4-Jan-08,,-15.05,Restaurants,CAD CHECKING
793,4-Jan-08,,-18.14,Electronics & Software,CAD CHECKING
794,5-Jan-08,,-2.42,Fast Food,CAD CHECKING
795,5-Jan-08,,-3.93,Coffee Shops,CAD CHECKING
796,5-Jan-08,,73.95,Taxes,CAD CHECKING
797,5-Jan-08,,-10,Restaurants,CAD CHECKING
798,5-Jan-08,,-88.97,Restaurants,CAD CREDIT CARD
799,6-Jan-08,,-16.29,Groceries,CAD CHECKING
800,7-Jan-08,,-13.26,Entertainment,CAD CHECKING
801,7-Jan-08,,-7.58,Fast Food,CAD CHECKING
802,7-Jan-08,,-8.96,Groceries,CAD CHECKING
803,7-Jan-08,,-5.2,Fast Food,CAD CHECKING
804,8-Jan-08,,-138.19,Education,CAD CREDIT CARD
805,8-Jan-08,,-72.62,Utilities,CAD CHECKING
806,9-Jan-08,,-6.72,Fast Food,CAD CHECKING
807,9-Jan-08,,-4,Fast Food,CAD CHECKING
808,10-Jan-08,,375.74,Paycheck,CAD CHECKING
809,10-Jan-08,,-6.57,Fast Food,CAD CHECKING
810,11-Jan-08,,-6.57,Fast Food,CAD CHECKING
811,11-Jan-08,,-31.19,Education,CAD CHECKING
812,12-Jan-08,,-9.96,Entertainment,CAD CHECKING
813,13-Jan-08,,-10,Restaurants,CAD CREDIT CARD
814,13-Jan-08,,-23.61,Groceries,CAD CHECKING
815,13-Jan-08,,-60,Health & Fitness,CAD CHECKING
816,14-Jan-08,,24.8,Mortgage & Rent,CAD CHECKING
817,14-Jan-08,,-5,Education,CAD CHECKING
818,15-Jan-08,,-8.27,Coffee Shops,CAD CHECKING
819,15-Jan-08,,-3.9,Fast Food,CAD CHECKING
820,16-Jan-08,,-11.87,Fast Food,CAD CHECKING
821,17-Jan-08,,-606.41,Utilities,CAD CHECKING
822,18-Jan-08,,-357.49,Service & Parts,CAD CHECKING
823,19-Jan-08,,-5.4,Fast Food,CAD CHECKING
824,20-Jan-08,,-6.92,Coffee Shops,CAD CHECKING
825,20-Jan-08,,-18.96,Groceries,CAD CHECKING
826,20-Jan-08,,-10.27,Fast Food,CAD CHECKING
827,21-Jan-08,,210,Gift Received,CAD CHECKING
828,21-Jan-08,,-3.59,Fast Food,CAD CHECKING
829,21-Jan-08,,-540,Transfer,CAD TFSA
830,22-Jan-08,,-22.57,Groceries,CAD CHECKING
831,22-Jan-08,,-110.86,Credit Card Payment,CAD CHECKING
832,23-Jan-08,,-29.1,Restaurants,CAD CHECKING
833,23-Jan-08,,-20.85,Gas & Fuel,CAD CHECKING
834,24-Jan-08,,-37.58,Service & Parts,CAD CHECKING
835,24-Jan-08,,-15.51,Clothing,CAD CHECKING
836,24-Jan-08,,-48.7,Clothing,CAD CHECKING
837,24-Jan-08,,670.61,Paycheck,CAD CHECKING
838,25-Jan-08,,305,Transfer,CAD CHECKING
839,25-Jan-08,,143.7,Credit Card Payment,CAD CREDIT CARD
840,25-Jan-08,,-7.43,Electronics & Software,CAD CHECKING
841,25-Jan-08,,-6.7,Fast Food,CAD CHECKING
842,25-Jan-08,,-14.66,Personal Care,CAD CHECKING
843,25-Jan-08,,-7.7,Coffee Shops,CAD CHECKING
844,25-Jan-08,,-6.79,Fast Food,CAD CHECKING
845,27-Jan-08,,-15.01,Alcohol & Bars,CAD CHECKING
846,30-Jan-08,,-61,Restaurants,CAD CREDIT CARD
847,30-Jan-08,,-414.86,Education,CAD CREDIT CARD
848,30-Jan-08,,201.38,Mortgage & Rent,CAD CHECKING
849,31-Jan-08,,-3.52,Fast Food,CAD CHECKING
850,31-Jan-08,,-59.13,Electronics & Software,CAD CHECKING
851,31-Jan-08,,-31.56,Groceries,CAD CHECKING
852,31-Jan-08,,663.2,Mortgage & Rent,CAD CHECKING
853,31-Jan-08,,271.49,Mortgage & Rent,CAD CHECKING
854,31-Jan-08,,-4.21,Fast Food,CAD CHECKING
855,1-Feb-08,,21.07,Interest Income,CAD TFSA
856,2-Feb-08,,200.4,Mortgage & Rent,CAD CHECKING
857,3-Feb-08,,-171,Travel,CAD CHECKING
858,3-Feb-08,,-9.95,Coffee Shops,CAD CHECKING
859,6-Feb-08,,-15.14,Groceries,CAD CHECKING
860,6-Feb-08,,-7.59,Coffee Shops,CAD CHECKING
861,6-Feb-08,,-1.93,Personal Care,CAD CHECKING
862,6-Feb-08,,-2.15,Fast Food,CAD CHECKING
863,6-Feb-08,,-47.5,Utilities,CAD CHECKING
864,8-Feb-08,,821.43,Paycheck,CAD CHECKING
865,9-Feb-08,,-5.9,Fast Food,CAD CHECKING
866,9-Feb-08,,-8.8,Alcohol & Bars,CAD CHECKING
867,9-Feb-08,,-1.9,Fast Food,CAD CHECKING
868,9-Feb-08,,-8.57,Groceries,CAD CHECKING
869,9-Feb-08,,-7.49,Fast Food,CAD CHECKING
870,10-Feb-08,,-1.36,Fast Food,CAD CHECKING
871,12-Feb-08,,-10.47,Fast Food,CAD CHECKING
872,12-Feb-08,,-3.8,Personal Care,CAD CHECKING
873,12-Feb-08,,-14.05,Groceries,CAD CHECKING
874,12-Feb-08,,-2.8,Fast Food,CAD CHECKING
875,12-Feb-08,,-12.28,Groceries,CAD CHECKING
876,13-Feb-08,,-5.07,Fast Food,CAD CHECKING
877,13-Feb-08,,-6.07,Fast Food,CAD CHECKING
878,13-Feb-08,,-4.13,Gift,CAD CHECKING
879,13-Feb-08,,-9.61,Clothing,CAD CHECKING
880,14-Feb-08,,-24.9,Utilities,CAD CREDIT CARD
881,14-Feb-08,,-16.88,Alcohol & Bars,CAD CHECKING
882,15-Feb-08,,-2.19,Fast Food,CAD CHECKING
883,16-Feb-08,,-86.15,Gas & Fuel,CAD CHECKING
884,16-Feb-08,,-3.62,Fast Food,CAD CHECKING
885,18-Feb-08,,-1109,Auto Insurance,CAD CHECKING
886,19-Feb-08,,420,Gift Received,CAD CHECKING
887,19-Feb-08,,-2.87,Fast Food,CAD CHECKING
888,19-Feb-08,,-72.68,Alcohol & Bars,CAD CREDIT CARD
889,20-Feb-08,,-14.99,Groceries,CAD CHECKING
890,20-Feb-08,,672.37,Credit Card Payment,CAD CREDIT CARD
891,21-Feb-08,,-744.67,Credit Card Payment,CAD CHECKING
892,22-Feb-08,,1127.32,Paycheck,CAD CHECKING
893,23-Feb-08,,-7.63,Fast Food,CAD CHECKING
894,23-Feb-08,,-30.74,Furnishings,CAD CHECKING
895,24-Feb-08,,510,Transfer,CAD TFSA
896,24-Feb-08,,-1110,Transfer,CAD CHECKING
897,26-Feb-08,,-52,Entertainment,CAD CHECKING
